timestamp,host,event_id,event_source,process_name,process_path,process_hash,pid,ppid,parent_process_name,image_loaded,registry_key,registry_value,target_object,signed,signature,label,technique_tag,raw_fields
2026-01-01 08:00:00+00:00,LABVM,1,Sysmon,powershell.exe,C:\Windows\System32\powershell.exe,0835fe801eef4867b5500d5aee5ffd6f,1000,999.0,explorer.exe,,,,,True,,benign,,{'CommandLine': 'C:\\Windows\\System32\\powershell.exe'}
2026-01-01 08:00:00.100000+00:00,LABVM,7,Sysmon,powershell.exe,,,1000,,,C:\Windows\System32\msvcrt.dll,,,,True,,benign,,{}
2026-01-01 08:00:00.150000+00:00,LABVM,7,Sysmon,powershell.exe,,,1000,,,C:\Windows\System32\kernel32.dll,,,,True,,benign,,{}
2026-01-01 08:00:00.200000+00:00,LABVM,7,Sysmon,powershell.exe,,,1000,,,C:\Windows\System32\sechost.dll,,,,True,,benign,,{}
2026-01-01 08:00:00.250000+00:00,LABVM,7,Sysmon,powershell.exe,,,1000,,,C:\Windows\System32\ntdll.dll,,,,True,,benign,,{}
2026-01-01 08:02:00+00:00,LABVM,1,Sysmon,python.exe,C:\Windows\System32\python.exe,04f31932b1e04ad4976eb516d30cc164,1001,1000.0,powershell.exe,,,,,True,,benign,,{'CommandLine': 'C:\\Windows\\System32\\python.exe'}
2026-01-01 08:02:00.100000+00:00,LABVM,7,Sysmon,python.exe,,,1001,,,C:\Windows\System32\ntdll.dll,,,,True,,benign,,{}
2026-01-01 08:02:00.150000+00:00,LABVM,7,Sysmon,python.exe,,,1001,,,C:\Windows\System32\advapi32.dll,,,,True,,benign,,{}
2026-01-01 08:02:00.500000+00:00,LABVM,13,Sysmon,python.exe,,,1001,,,,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall,DisplayName,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall,,,benign,,{}
2026-01-01 08:04:00+00:00,LABVM,1,Sysmon,python.exe,C:\Program Files\python.exe,e2144fc377a64fe589f963028cc22f4e,1002,1001.0,explorer.exe,,,,,True,,benign,,{'CommandLine': 'C:\\Program Files\\python.exe'}
2026-01-01 08:04:00.100000+00:00,LABVM,7,Sysmon,python.exe,,,1002,,,C:\Windows\System32\sechost.dll,,,,True,,benign,,{}
2026-01-01 08:04:00.150000+00:00,LABVM,7,Sysmon,python.exe,,,1002,,,C:\Windows\System32\kernel32.dll,,,,True,,benign,,{}
2026-01-01 08:04:00.200000+00:00,LABVM,7,Sysmon,python.exe,,,1002,,,C:\Windows\System32\msvcrt.dll,,,,True,,benign,,{}
2026-01-01 08:06:00+00:00,LABVM,1,Sysmon,notepad.exe,C:\Windows\System32\notepad.exe,3960186374324834834a04e668b6c50c,1003,1002.0,powershell.exe,,,,,True,,benign,,{'CommandLine': 'C:\\Windows\\System32\\notepad.exe'}
2026-01-01 08:06:00.100000+00:00,LABVM,7,Sysmon,notepad.exe,,,1003,,,C:\Windows\System32\combase.dll,,,,True,,benign,,{}
2026-01-01 08:06:00.150000+00:00,LABVM,7,Sysmon,notepad.exe,,,1003,,,C:\Windows\System32\kernel32.dll,,,,True,,benign,,{}
2026-01-01 08:06:00.200000+00:00,LABVM,7,Sysmon,notepad.exe,,,1003,,,C:\Windows\System32\sechost.dll,,,,True,,benign,,{}
2026-01-01 08:06:00.250000+00:00,LABVM,7,Sysmon,notepad.exe,,,1003,,,C:\Windows\System32\kernelbase.dll,,,,True,,benign,,{}
2026-01-01 08:06:00.500000+00:00,LABVM,13,Sysmon,notepad.exe,,,1003,,,,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall,DisplayName,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall,,,benign,,{}
2026-01-01 08:08:00+00:00,LABVM,1,Sysmon,firefox.exe,C:\Windows\System32\firefox.exe,23f05757b64741548d8b340b3233f7e0,1004,1003.0,cmd.exe,,,,,True,,benign,,{'CommandLine': 'C:\\Windows\\System32\\firefox.exe'}
2026-01-01 08:08:00.100000+00:00,LABVM,7,Sysmon,firefox.exe,,,1004,,,C:\Windows\System32\combase.dll,,,,True,,benign,,{}
2026-01-01 08:08:00.150000+00:00,LABVM,7,Sysmon,firefox.exe,,,1004,,,C:\Windows\System32\sechost.dll,,,,True,,benign,,{}
2026-01-01 08:08:00.200000+00:00,LABVM,7,Sysmon,firefox.exe,,,1004,,,C:\Windows\System32\ntdll.dll,,,,True,,benign,,{}
2026-01-01 08:08:00.250000+00:00,LABVM,7,Sysmon,firefox.exe,,,1004,,,C:\Windows\System32\msvcrt.dll,,,,True,,benign,,{}
2026-01-01 08:10:00+00:00,LABVM,1,Sysmon,firefox.exe,C:\Windows\System32\firefox.exe,e27c6e8e2dee432faeae9d347480ee2f,1005,1004.0,cmd.exe,,,,,True,,benign,,{'CommandLine': 'C:\\Windows\\System32\\firefox.exe'}
2026-01-01 08:10:00.100000+00:00,LABVM,7,Sysmon,firefox.exe,,,1005,,,C:\Windows\System32\msvcrt.dll,,,,True,,benign,,{}
2026-01-01 08:10:00.150000+00:00,LABVM,7,Sysmon,firefox.exe,,,1005,,,C:\Windows\System32\rpcrt4.dll,,,,True,,benign,,{}
2026-01-01 08:10:00.200000+00:00,LABVM,7,Sysmon,firefox.exe,,,1005,,,C:\Windows\System32\ntdll.dll,,,,True,,benign,,{}
2026-01-01 08:10:00.250000+00:00,LABVM,7,Sysmon,firefox.exe,,,1005,,,C:\Windows\System32\sechost.dll,,,,True,,benign,,{}
2026-01-01 08:12:00+00:00,LABVM,1,Sysmon,explorer.exe,C:\Windows\System32\explorer.exe,096875155b844336a26d31845e75e92d,1006,1005.0,svchost.exe,,,,,True,,benign,,{'CommandLine': 'C:\\Windows\\System32\\explorer.exe'}
2026-01-01 08:12:00.100000+00:00,LABVM,7,Sysmon,explorer.exe,,,1006,,,C:\Windows\System32\sechost.dll,,,,True,,benign,,{}
2026-01-01 08:12:00.150000+00:00,LABVM,7,Sysmon,explorer.exe,,,1006,,,C:\Windows\System32\kernelbase.dll,,,,True,,benign,,{}
2026-01-01 08:14:00+00:00,LABVM,1,Sysmon,chrome.exe,C:\Windows\System32\chrome.exe,375bd11d2602451a81dc42f97db838eb,1007,1006.0,cmd.exe,,,,,True,,benign,,{'CommandLine': 'C:\\Windows\\System32\\chrome.exe'}
2026-01-01 08:14:00.100000+00:00,LABVM,7,Sysmon,chrome.exe,,,1007,,,C:\Windows\System32\msvcrt.dll,,,,True,,benign,,{}
